idx	text_left	text_right	label
75	the ecrc multi database system w jonker , h schќtz sigmod conference 1995	the ores temporal database system proc . acm sigmod conf . on the management of data , b theodolidis , ga ait-braham , j chaudhary , g	0
76	databases and visualization d keim sigmod conference 1996.0	delaunay : a database visualization system sigmod rec , wt lucas , if cruz , m radzyminski , m averbuch , k 1997.0	0
77	reminiscences on influential papers 1998.0	reminiscences on influential papers acm transactions on database systems , r snodgrass 1976.0	0
78	secure transaction processing in firm real-time database systems b george , j haritsa sigmod conference 1997.0	scheduling real-time transactions rk abbott , h garcia-molina 1988.0 sigmod record ,	0
79	pm3 : an orthogonal persistent systems programming language - design , implementation , performance a hosking , j chen 1999 vldb	hydice system : implementation and performance rw basedow , me anderson proc . spie , 1995.0	0
80	extraction of object-oriented structures from existing relational databases s ramanathan , j hodges sigmod record 1997.0	translating update operations from relational to object-oriented databases pm reppert , fd morgan , mn toksoz , x zhang , j fong information and software technology , 2000.0	0
81	relational data sharing in peer-based data management systems b ooi , y shu , k tan sigmod record 2003.0	access pathselectionina relationaldatabase management system proceedings of the acm-sigmod international conference on & hellip ; , p selinger , mm astrahan , dd chamberlin , ra lorie ,	0
82	automated selection of materialized views and indexes in sql databases vldb s agrawal , s chaudhuri , v narasayya 2000.0	materialized view selection for multidimensional database proceedings of 24 international conference on very large & hellip ; , a shukla , p deshpande	0
83	bypassing joins in disjunctive queries m steinbrunn , k peithner , g moerkotte , a kemper vldb 1995.0	bypassing joins in disjunctive queries vldb , 1995.0 acm.org	1
84	optimizing the secure evaluation of twig queries s cho , s amer-yahia , l lakshmanan , d srivastava vldb 2002.0	on the minimization of xpath queries s bottcher	0
85	data partitioning and load balancing in parallel disk systems p scheuermann , g weikum , p zabback vldb j. 1998.0	dynamic multi-resource load balancing in parallel db systems international conf . on very large data bases ( vldb ) , e rahm , r marek	0
86	the ores temporal database management system sigmod conference b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou 1994.0	lore : a database management system for semistructured data j mchugh , s abiteboul , r goldman , d quass , j widom 1997.0 sigmod record ,	0
87	keynote address 1995.0	keynote address r reich & hellip ; labor , bureau of international labor affairs , international & hellip ; ,	0
88	processing set expressions over continuous update streams s ganguly , m garofalakis , r rastogi sigmod conference 2003.0	processing of continuous queries over unlimited data streams e vossough , jr getta	0
89	introduction to the career forum column sigmod record 2001 a labrinidis	introduction p alston see ref , 1990.0	0
90	foundations of preferences in database systems w kieпling 2002 vldb	designing relational database systems r riordan 1999.0	0
91	locating data sources in large distributed systems vldb l galanis , y wang , s jeffery , d dewitt 2003.0	locating data sources in large distributed systems l galanis , y wang , sr jeffery , dj dewitt vldb , 2003.0	1
92	on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference 2001.0	buer managementin relational database systems gm sacco , m schkolnick acm transactions on database systems ,	0
93	discover : keyword search in relational databases 2002 v hristidis , y papakonstantinou vldb	the theory of joins in relational databases av ario , c beer , jd ullman acm trans . database syst ,	0
94	some issues in design of distributed deductive databases vldb 1994 m mohania , n sarda	reactive consistency control in deductive databases g moerkotte , pc lockemann acm transactions on database systems , 1991.0	0
95	database management systems and the internet vldb s malaika 1996.0	relational data-base management systems dd chamberlin acm computing surveys ( csur ) , 1976.0	0
96	guest editorial 2000.0	guest editorial rc holte 2001.0 machine learning ,	0
97	spatial queries in dynamic environments y tao , d papadias acm trans . database syst . 2003	location-based spatial queries with data sharing in mobile environment ws ku , r zimmermann , cn wan	0
98	a scalable architecture for autonomous heterogeneous database interactions s milliner , a bouguettaya , m papazoglou vldb 1995	graphical interaction with heterogeneous databases t catarci , g santucci , j cardiff the vldb journal the international journal on very large & hellip ; , 1997.0	0
99	an open storage system for abstract objects s blott , l relly , h schek sigmod conference 1996.0	an abstract-object storage manager s blott , l relly , hj schek & hellip ; 1996 acm sigmod int . conf . on management of data , acm sigmod	1
100	warehousing workflow data : challenges and opportunities a bonifati , f casati , u dayal , m shan vldb 2001.0	expressing cultural identity in the learning community : opportunities and challenges am ortiz 2000.0 new directions for teaching and learning ,	0
101	extraction of object-oriented structures from existing relational databases s ramanathan , j hodges sigmod record 1997.0	semanticmodelling of object-oriented databases mbe m & de hoe . vldb ,	0
102	a region splitting strategy for physical database design of multidimensional file organizations vldb j lee , y lee , k whang , i song 1997.0	a fondationfor multidimensional databases m gyssens , l lakshmanan proceedings of the 23rd vldb	0
103	fast algorithms for mining association rules in large databases 1994 r agrawal , r srikant vldb	sql-like operator for mining association rules r meo , g psaila , s ceri , a new proceedings of international conference on very large & hellip ; ,	0
104	implementation of magic-sets in a relational database system 1994 i mumick , h pirahesh sigmod conference	decomposition and composition of a relational database y tanaka , t tsuda 1977.0 vldb ,	0
105	integrating a structured-text retrieval system with an object-oriented database system 1994 t yan , j annevelink vldb	event specification in an object-oriented database system proc . acm sigmod international conference on management of nh gehani , hv jagadish , o shmueli	0
106	cache conscious algorithms for relational query processing a shatdal , c kant , j naughton vldb 1994.0	efficient algorithms for processing xpath queries 28th vldb conference , g koch , c koch , r pichler	0
107	deeds towards a distributed and active real-time database system 1996 s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring sigmod record	ditse : an experimental distributed database system information and software technology , n cheng-yao , y shyan-ming 1996.0	0
108	formal query languages for secure relational databases acm trans . database syst . m winslett , k smith , x qian 1994.0	implementation of logiclal query languages for databases ( abstract only ) jd ullman proceedings of the 1985 acm sigmod international conference & hellip ; , 1985.0	0
109	view management in multimedia databases k candan , e lemar , v subrahmanian 2000 vldb j.	management of multidimensional discrete data in database systems pasb furtado	0
110	s3 : similarity search in cad database systems s berchtold , h kriegel sigmod conference 1997.0	arun swami . efficient similarity search in sequence databases cf rakeshagrawal procs . of the fourth international conference on foundations & hellip ; ,	0
111	active rules for xml : a new paradigm for e-services vldb j. 2001 a bonifati , s ceri , s paraboschi	active rules for xml : a new paradigm for e-services a bonifati , s ceri , s paraboschi the vldb journal the international journal on very large & hellip ; , 2001.0	1
112	materialized view and index selection tool for microsoft sql server 2000 sigmod conference 2001 s agrawal , s chaudhuri , v narasayya	materialized view selection for multidimensional datasets a shukla , p deshpande , jf naughton 1998.0 vldb ,	0
113	workflow management with service quality guarantees 2002 m gillmann , g weikum , w wonner sigmod conference	workflow management with service quality guarantees m gillmann	1
114	on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference 2001.0	xquery implementation in a relational database system s pal , i cseri , o seeliger , m rys , g schaller , w submitted for	0
115	applications of the java programming language to database management 1998 b burton , v marek sigmod record	behaviour management in database applications jy lingat , p nobecourt , c rolland	0
116	an introduction to spatial database systems vldb j. 1994 r gќting	logical introduction to databases j grant 1987.0	0
117	mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record 1998.0	efficient parallel data mining for association rules js park , ms chen , ps yuâ ? ¦	0
118	an introduction to spatial database systems vldb j. 1994 r gќting	research issues in spatial database systems o guenther , a buchmann sigmod-record , acm ,	0
119	answering queries using views : a survey a halevy 2001 vldb j.	an algorithm for answering queries efficiently using views p mitra	0
120	computing iceberg queries efficiently 1998 m fang , n shivakumar , h garcia-molina , r motwani , j ullman vldb	computing iceberg queries ecientlyproc . 1996 int m fang , n shivakumar , hg molina , r motwani , jd conf . very large data bases ,	1
121	database research : achievements and opportunities into the 21st century a silberschatz , m stonebraker , j ullman 1996 sigmod record	database research : achievements and opportunities into the 1st century acm sigmod record , a silberschatz , m stonebraker , j ullman 1996.0	1
122	introduction ( special issue on multimedia databases ) 1998 m жzsu , s christodoulakis vldb j.	special issue on spatial database systems hj schek 1994.0 the vldb journalâ ?? the international journal on very large & hellip ; ,	0
123	business process cockpit m sayal , f casati , u dayal , m shan 2002 vldb	business process coordination : state of the art u dayal , m hsu , r ladin trends and open issues . ( 2001 ) at proceedings of the 27th & hellip ; ,	0
124	mining generalized association rules vldb r srikant , r agrawal 1995.0	fast algorithms for mining association rules , proc vldb r agrawal , r srikant	0
125	reminiscences on influential papers 2000	reminiscences of an indian official o cavenagh 1884.0	0
126	the structured information manager : a database system for sgml documents vldb 1996 r sacks-davis	lore : a database management system for semistructured data s abiteboul , j mchugh , d quass , j widom , r goldman sigmod record ,	0
127	an asynchronous avoidance-based cache consistency algorithm for client caching dbmss m жzsu , k voruganti , r unrau vldb 1998.0	an asynchronous avoidance-based cache consistency algorithm for client caching dbmss , k voruganti , rc unrau vldb , 1998.0	1
128	coloring away communication in parallel query optimization w hasan , r motwani 1995 vldb	parallel databases : structured query optimization n biscondi , a flory , l brunie	0
129	query optimization in compressed database systems z chen , j gehrke , f korn sigmod conference 2001.0	distributed query processing in database systems proc . acm sigmod , austin . tx . june , r epstein , m stonebraker , e wong	0
130	simultaneous optimization and evaluation of multiple dimensional queries y zhao , p deshpande , j naughton , a shukla sigmod conference 1998	optimization of query evaluation algorithms sb yao acm transactions on database systems , 1979.0	0
131	an introduction to spatial database systems vldb j. 1994 r gќting	an introduction to spatial database systems portal.acm.org 1994.0	1
132	state of the art in workflow management research and products 1996	workflow management systems : state of the art on research and products , tutorial notes int . conf . on extending database technology , avignon , c mohan	1
133	theory of answering queries using views a halevy sigmod record 2000	a scalable algorithm for answering queries using views ay levy	0
134	lore : a database management system for semistructured data j mchugh , s abiteboul , r goldman , d quass , j widom sigmod record 1997.0	u-dbms : a database system for managing constantly-evolving data proceedings of the 31st international conference on very & hellip ; , r cheng , s singh , s prabhakar 2005.0	0
135	report on the 4th international conference on mobile data management 2003.0	shoring up persistent applications , acm sigmod international conference on management of data minneapolis , minnesota . may , mj carey , dj dewitt , mj franklinâ ? ¦	0
136	ordered shared locks for real-time databases 1995 d agrawal , a abbadi , r jeffers , l lin vldb j.	current research on real-time databases o ulusoy sigmod record , 1992.0	0
137	reminiscences on influential papers 2001.0	reminiscences on influential papers ka ross 2002.0 sigmod	1
138	static detection of security flaws in object-oriented databases 1996 k tajima sigmod conference	structures for manipulating proposed updates in object-oriented databases m doherty , r hull , m rupawalla sigmod conference , 1996.0	0
139	concurrent garbage collection in o2 m skubiszewski , p valduriez vldb 1997.0	opportunistic garbage collection acm sigplan notices , pr wilson 1988.0	0
140	data management for earth system science j frew , j dozier sigmod record 1997.0	secure score management for p2p systems technical report , stanford university , b yang , sd kamvar , h garcia-molina	0
141	optimizing disjunctive queries with expensive predicates a kemper , g moerkotte , k peithner , m steinbrunn 1994 sigmod conference	optimizing real conjunctive queries s chaudhuri , m vardi proc . of the acm sigact-sigmod-sigart symposium on & hellip ; ,	0
142	a new join algorithm sigmod record d shin , a meltzer 1994.0	a new algorithm for floorplan desip df wong , cl liu proceedings of the 23rd acm/ieee design automation	0
143	supporting multiple view maintenance policies l colby , a kawaguchi , d lieuwen , i mumick , k ross sigmod conference 1997.0	supporting multiple access control policies in database systems f rabitti , e bertino , w kim , d woelk acm transactions on database systems ,	0
144	odefs : a file system interface to an object-oriented database vldb 1994 n gehani , h jagadish , w roome	tutorial on object-oriented databases ms jackson information and software technology , 1991.0	0
145	database technologies for electronic commerce r agrawal , r srikant , y xu 2002 vldb	frontiers of electronic commerce 1996.0 r kalakota , ab whinston	0
146	automatic discovery of language models for text databases j callan , m connell , a du sigmod conference 1999.0	the effective of gloss for the text database discovery problem hgoms luisgravano , a tomasic proc . of the acm sigmod conference , acm sigmod record ,	0
147	incremental computation and maintenance of temporal aggregates vldb j. 2003 j yang , j widom	incremental maintenance for non-distributive aggregate functions t palpanas , r sidle , r cochrane , h pirahesh vldb , 2002.0	0
148	guest editorial 2003.0	guest editorial v atluri , a joshi , y yesha 2003.0 the vldb journal the international journal on very large & hellip ; ,	1
149	the trigs active object-oriented database system - an overview sigmod record g kappel , w retschitzegger 1998.0	mga : rule-based specification of active object-oriented database applications 1995.0 p sawyer , i sommerville information and software technology ,	0
150	model-based information integration in a neuroscience mediator system 2000 b ludфscher , a gupta , m martone vldb	infomaster : an information integration system mr genesereth , am keller , om duschka	0
151	mining generalized association rules vldb r srikant , r agrawal 1995.0	mining multi-dimensional association rules using data cubes j han , m kamber , j chiang	0
152	index configuration in object-oriented databases 1994 e bertino vldb j.	a cost model for clustered object-oriented databases zh tangot , stg france	0
153	an extended entity-relationship model for geographic applications sigmod record 1997 t hadzilacos , n tryfona	towards a semantic view of an extended entity-relationship model u hohenstein , m gogolla acm transactions on database systems ,	0
154	tavant system architecture for sell-side channel management s narayanan , s subramanian 2001 vldb	architectures for object data management ja orenstein	0
155	qursed : querying and reporting semistructured data sigmod conference y papakonstantinou , m petropoulos , v vassalos 2002.0	querying structured text in an xml database s al-khalifa , c yu , hv jagadish	0
156	association rules over interval data r miller , y yang sigmod conference 1997	mining optimized association rules for numeric data proceedings of the acm sigmod international conference on & hellip ; , t fukuda , y morimoto , s morishita , t tokuyama	0
157	a cost model for clustered object-oriented databases vldb g gardarin , j gruser , z tang 1995.0	querying object-oriented datab = es proceedings of the acm sigmod , m kifer , w kim , y sagiv	0
158	minicon : a scalable algorithm for answering queries using views vldb j. r pottinger , a halevy 2001.0	answering queries with aggragates using views d srivastava , s dar , h jagadish , a levy proceedings of the international conference on very large & hellip ; ,	0
159	editor 's notes 2000 m franklin sigmod record	editor 's notes wmk trochim new directions for program evaluation ,	0
160	querying and mining data streams : you only get one look a tutorial 2002.0	query and mining data streams : you only get one look m garofalakis , j gehrke , r rastogi	1
161	semantic access : semantic interface for querying databases n rishe , j yuan , r athauda , s chen , x lu , x ma , a vaschillo , a shaposhnikov , d vasilevsky vldb 2000.0	semantic access : semantic interface for querying databases n rishe , j yuan , r athauda , sc chen , x lu , x ma , a 2000.0 proceedings of the international conference on very large & hellip ; ,	1
162	local dimensionality reduction : a new approach to indexing high dimensional spaces vldb k chakrabarti , s mehrotra 2000.0	semantics-preserving dimensionality reduction : rough and fuzzy-rough-based approaches r jensen , q shen ieee transactions on knowledge and data engineering , 2004.0	0
163	secure bufering in firm real-time database systems b george , j haritsa vldb j. 2000.0	special section on advances in realtime database systems a bestavros sigmod record ,	0
164	the coral deductive system r ramakrishnan , d srivastava , s sudarshan , p seshadri vldb j. 1994	the fact system i horrocks lecture notes in computer science , 1998.0	0
165	dtl 's dataspot : database exploration using plain language s dar , g entin , s geva , e palmon vldb 1998.0	dtl 's dataspot : database exploration as easy as browsing the web s dar , g entin , s geva , e palmon sigmod conference , 1998.0	0
166	advanced xml data processing - guest editor 's introduction sigmod record k aberer 2001.0	guest editor 's introduction f dehne 1999.0 algorithmica ,	0
167	using schematically heterogeneous structures r miller sigmod conference 1998.0	using schematically heterogeneous structures rj miller	1
168	towards effective and efficient free space management m mcauliffe , m carey , m solomon sigmod conference 1996.0	towards effective and efficient free space management ml mcaulie , mj carey , mh solomon proceedings of the 1996 acm sigmod international conference	1
