idx	text_left	text_right	label
156	digidesign music production toolkit ( pro tools le ) digidesign 495.0	make songwriter software music production software 37.95	0
157	punch ! master landscape & home design punch ! software 99.99	punch software 90500 home design studio mac punch software 135.99	0
158	microsoft office 2004 professional ( mac ) microsoft 499.99	microsoft ( r ) windows ( r ) xp professional edition with sp2 199.99	0
159	adobe photoshop cs3 extended upgrade [ mac ] adobe 349.0	adobe photoshop cs3 extended software full version for macintosh 969.0	0
160	family tree maker version 16 collectors edition encore software	encore software 10881 family tree maker version 16 standard sb cs by family tree maker 42.97	0
161	instant immersion language lab deluxe edition topics entertainment	instant immersion 33 languages 47.36	0
162	emedia intermediate guitar method os x emedia 59.99	emedia music corp emedia intermediate guitar method 49.21	0
163	apple final cut studio 2 ( mac ) apple 1299.0	ma888z/a final cut studio v. 2 version upgrade package 1 seat dvd mac 460.7	0
164	steinberg cubase studio 4 steinberg 499.99	steinberg studio case 2 music production system educational discount music production software 164.95	0
165	punch ! master landscape & home design punch ! software 59.99	instant landscape design 3.0 17.9	0
166	registry mechanic by encore software encore software 46.52	software 736.95	0
167	cubase 4 competitive crossgrade steinberg ( yamaha ) 549.99	steinberg wavelab studio 6 audio editing software competitive crossgrade music production software 199.95	0
168	autocad 2007 courseware customizing the interface autodesk psg 47.95	autocad 2007 coursewarecustomizing the interface 39.69	1
169	humorous greeting card factory nova development 29.99	nova development ghw humorous greeting card factory nova development 29.99	1
170	punch ! 5 in 1 home design punch ! software 39.99	punch software 20100 punch ! 5 in 1 home design punch software 35.99	0
171	adobe premiere pro 2.0 adobe 849.0	adobe premiere pro cs3 video editing software for mac av production software 798.95	0
172	microsoft mappoint 2006 standard edition microsoft 299.0	microsoft word 2007 upgrade ( pc ) 109.95	0
173	hallmark card studio 2005 deluxe sierra home 49.99	sierrahome hse hallmark card studio special edition win 98 me 2000 xp sierrahome 19.26	0
174	instant immersion italian 2.0 topics entertainment 29.99	instant immers spanish dlux 2 36.11	0
175	burning monkey solitaire 2005 edition freeverse software 24.99	freeverse burning monkey solitaire 3d 24.99	1
176	aquarium 3-in-one collection ( win/mac ) encore software 19.99	fallout collection ( dvd-rom ) 24.49	0
177	microsoft office & windows training topics entertainment 29.99	microsoft microsoft office pro 2004 software suite mac apple & mac software 498.95	0
178	steinberg cubase 4 digital audio software steinberg 999.99	sony media software sound forge 9 digital audio production suite music production software 299.95	0
179	adobe photoshop cs2 ( mac ) [ old version ] adobe 649.0	adobe pagemaker 7.0 for mac version upgrade 79.99	0
180	diskeeper 2007 professional single lic pack diskeeper corporation 79.21	microsoft office accounting professional 2007 ( pc ) 229.95	0
181	adobe creative suite cs3 design premium upgrade [ mac ] adobe 599.0	adobe cs3 web premium upgrade 517.99	0
182	punch ! professional home design suite punch ! software 69.99	punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc 59.97	0
183	instant immersion japanese ( audio book ) topics entertainment	instant immersion 33 languages 47.36	0
184	peachtree by sage pro accounting 2007 sage software 169.99	laser checks for peachtree ( r ) accounting for windows 8.0-2005 106.29	0
185	allume aquazone seven seas deluxe allume 38.89	allume aquazone bass edition smith-micro-software 19.99	0
186	marine aquarium 2.0 ( pc & mac ) encore 29.99	marine aquarium & goldfish aquarium 19.99	0
187	hp sp linux we 50 lic/cd 3.0 c t3586a ) hewlett-packard - ( consumables )	sp linux we 50 lic/cd 3.0 c hewlett-packard - ( consumables ) 69216.95	1
188	microsoft office & windows training topics entertainment 29.99	microsoft office and windows training ( win 98 me nt 2000 xp ) 29.95	1
189	textbridge pro 11 nuance-communications-inc . 79.99	scansoft textbridge pro v. 11 nuance-communications-inc . 68.99	1
190	adobe production studio premium adobe 1699.0	adobe production premium cs3 software suite for windows professional editing software 1698.95	0
191	adobe dreamweaver cs3 upgrade adobe 199.0	adobe illustrator cs3 upgrade from freehand for mac 206.99	0
192	adobe creative suite cs3 design premium [ mac ] adobe 1799.0	adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac 859.96	0
193	microsoft data analyzer 2002 microsoft 179.0	microsoft office 2004 std upgrade 219.99	0
194	adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc	prw photo explosion deluxe v. 3.0 complete package 1 user cd win 47.6	0
195	adobe after effects professional 7.0 adobe 999.0	adobe acrobat v8 .0 professional for mac academic adobe-education-box 159.99	0
196	punch ! home design architectural series 4000 v10 punch ! software 199.99	punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc 108.97	0
197	m-audio pro tools m-powered 7.3 m-audio compatible world-class production software m-audio 299.99	apple/emagic logic pro 7.2 software music production software 999.0	0
198	instant immersion italian platinum topics entertainment 129.99	instant immersion japanese ( audio book ) ( audio book ) 19.95	0
199	elementary advantage 2008 encore software	encore software 12361 encore elementary advantage 2008 training/wbt pc 33.97	0
200	quickverse mac bible study 2007 white box findex 59.95	findex.com inc quickverse mac bible study 2007 gold box 215.42	0
201	m-audio pro tools m-powered 7.3 m-audio compatible world-class production software m-audio 299.99	adobe soundbooth cs3 audio editing software windows music production software 198.95	0
202	pinnacle mobile media organizer pinnacle 49.99	pinnacle mobile media converter software for windows ipod software 29.95	0
203	adobe soundbooth cs3 [ mac ] adobe 199.0	adobe soundbooth cs3 audio editing software mac music production software 198.95	1
204	microsoft office 2004 standard ( mac ) microsoft 399.99	microsoft office outlook 2007 109.95	0
205	adobe creative suite cs3 design premium upgrade [ mac ] adobe 599.0	adobe cs3 design premium upsell 1639.99	0
206	symantec client security 3.1 with groupware protection business pack 50 user symantec 3732.0	10517940 symantec client security with groupware protection business pack v. 3.1 - 3323.92	0
207	ca internet security suite 2007 3 user computer associates 69.95	quickbooks pro 2007 3 user intuit 398.99	0
208	adobe photoshop cs3 [ mac ] adobe 649.0	adobe ( r ) photoshop ( r ) 7.0 upgrade for pc 679.99	0
209	microsoft excel 2004 ( mac ) microsoft 229.99	microsoft ( r ) works suite 2006 99.99	0
210	microsoft office & windows training topics entertainment 29.99	microsoft windows vista business 32-bit oem 149.99	0
211	microsoft word 2004 upgrade ( mac ) microsoft 109.99	microsoft excel 2004 spreadsheet software mac apple & mac software 228.95	0
212	business card factory deluxe 3.0 nova development 29.99	nova greeting card factory for mac 41.99	0
213	middle school success essentials topics entertainment 29.99	middle school success deluxe 2008 ( pc/mac ) topics 49.99	0
214	systemsuite 8 professional individual software 49.99	sibelius sibelius photoscore professional 4 145.7	0
215	quickbooks pos : pro multistore 6.0 intuit inc. 1399.95	quickbooks ( r ) 103.99	0
216	symc backup exec sbs std 11d win small business server standard symantec 811.21	10759333 symantec backup exec 11d for windows servers central admin server option compl 1219.72	0
217	microsoft windows server 2003 client additional license for users-5 pack microsoft 809.0	f89-00346 microsoft internet security and acceleration server enterprise edition license 537.72	0
218	palo alto business plan pro premier 2007 palo-alto-software 199.0	quicken ( r ) premier 2007 79.99	0
219	the print shop 22 deluxe encore 49.99	the printshop v22 deluxe 29.9	1
220	microsoft excel 2004 ( mac ) microsoft 229.99	microsoft word 2004 upgrade for mac os x apple & mac software 108.95	0
221	3d home architect landscape design deluxe version 9 encore 29.99	encore inc 3d home architect home design deluxe version 9 25.49	0
222	onone software intellihance pro 4.1 onone software	onone software plug-in suite full 393.68	0
223	microsoft windows vista home basic upgrade [ dvd ] microsoft 99.95	microsoft ( r ) powerpoint ( r ) 2002 upgrade 108.87	0
224	microsoft visual studio professional w/msdn professional 2005 renewal microsoft software 799.0	microspot macdraft professional edition 249.99	0
225	adobe acrobat standard 8.0 adobe 449.99	adobe cs3 design standard upsell 934.99	0
226	microsoft office frontpage 2003 academic version windows ) microsoft 159.98	microsoft onenote 2007 ( pc ) 99.95	0
227	computrace lojack for laptops 4 year subscription absolute software 119.99	absolute software lfl-n2-48 computrace lojack for laptops 4 year license 105.68	1
228	microsoft publisher 2007 version upgrade microsoft 99.95	microsoft ( r ) powerpoint ( r ) 2002 upgrade 108.87	0
229	adobe creative suite cs3 design premium upgrade [ mac ] adobe 599.0	adobe contribute cs3 upgrade 82.99	0
230	adobe flash pro cs3 upgrade [ mac ] adobe 199.0	adobe pagemaker 7.0 for mac version upgrade 79.99	0
231	quickbooks credit card processing kit 3.0 intuit 39.95	quickbooks ( r ) 199.99	0
232	instant immersion spanish audio deluxe topics entertainment 39.95	topics entertainment instant immersion german 2.0 17.55	0
233	professional home design suite platinum punch ! software 99.95	punch software pro home design suite 61.8	0
234	vcomm system suite professional 7 avanquest 49.95	adobe cs3 flash professional 724.99	0
235	quickbooks pro 2007 for mac ( mac ) intuit 199.95	quickbooks ( r ) premier 2003 499.99	0
236	microsoft office 2004 standard ( mac ) microsoft 399.99	microsoft office visio standard 2007 upgrade ( pc ) 129.95	0
237	adobe after effects cs3 adobe 999.0	adobe after effects professional 7.0 software effects software 998.95	0
238	dreamweaver cs3 9 mac ed 1u adobe-education-box 199.0	adobe dreamweaver cs3 complete package 1 user academic cd mac 189.0	0
239	namo webeditor 2006 namo 99.99	csdc namo webeditor suite 2006 83.92	1
240	adobe creative suite cs3 web standard adobe 999.0	total training for adobe creative suite 3 design premium 279.95	0
241	microsoft excel 2004 ( mac ) microsoft 229.99	microsoft microsoft office 2004 software suite mac education apple & mac software 148.95	0
242	quickbooks premier professional services edition 2007 intuit 399.95	quickbooks ( r ) pro 2007 edition 3-user 499.99	0
243	microsoft visual studio professional 2005 upgrade microsoft software 549.0	microsoft visual basic . net standard 2003 108.95	0
244	adobe after effects cs3 upgrade adobe 299.0	adobe dreamweaver cs3 upgrade windows 236.74	0
245	microsoft visual studio team edition for software architect 2005 with msdn premium microsoft 5479.0	microsoft student with encarta premium 2008 complete package 43.6	0
246	adobe creative suite cs3 design standard upgrade adobe 399.0	adobe creative suite 3 design standard complete package 1 user academic windows 369.0	0
247	casual games pack egames 19.99	egames . inc casual games pack 16.62	1
248	microsoft visio standard 2007 version upgrade microsoft 129.95	microsoft ( r ) money 2004 standard 29.99	0
249	genuine fractals print pro 4.1 sharpener pro 2.0 onone software	onone software inc. gpp-55211 genuine fractals print pro 5 1u 274.97	0
250	phonics success deluxe 2006 ( large box ) topics entertainment 49.99	topics entertainment math success deluxe 2008 31.06	0
