idx	text_left	text_right	label
44	sit-in : a real-life spatio-temporal information system stefano de francisci , rossella molinaro , orietta gargano , mario paolucci , leonardo tininini , giuseppe sindoni , paola patteri , amedea ambrosetti , pina ticca , cristina bedeschi 2001 vldb	environmental information systems oliver g &#252; nther acm sigmod record 1997.0	0
45	partial results for online query processing joseph m. hellerstein , vijayshankar raman sigmod conference 2002.0	sequence query processing praveen seshadri , miron livny , raghu ramakrishnan international conference on management of data 1994.0	0
46	beyond market baskets : generalizing association rules to correlations rajeev motwani , sergey brin , craig silverstein sigmod conference 1997.0	beyond market baskets : generalizing association rules to correlations international conference on management of data sergey brin , rajeev motwani , craig silverstein 1997.0	1
47	tracing the lineage of view data in a warehousing environment acm trans . database syst . 2000 janet l. wiener , yingwei cui , jennifer widom	lineage tracing for general data warehouse transformations yingwei cui , jennifer widom very large data bases 2001.0	0
48	editorial vldb j. peter m. g. apers , stefano ceri , richard t. snodgrass 2002.0	editorial richard snodgrass acm transactions on database systems ( tods ) 2001.0	0
49	mining fuzzy association rules in databases ada wai-chee fu , man hon wong , chan man kuok sigmod record 1998.0	a new sql-like operator for mining association rules very large data bases rosa meo , giuseppe psaila , stefano ceri 1996.0	0
50	query optimization in the presence of limited access patterns dan suciu , ioana manolescu , daniela florescu , alon y. levy sigmod conference 1999.0	minimization of tree pattern queries sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava 2001 international conference on management of data	0
51	query optimization for selections using bitmaps ming-chuan wu sigmod conference 1999.0	query optimization in compressed database systems zhiyuan chen , johannes gehrke , flip korn international conference on management of data 2001.0	0
52	reminiscences on influential papers christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross sigmod record 2000	reminiscences on influential papers kenneth a. ross acm sigmod record 2003.0	0
53	user-defined table operators : enhancing extensibility for ordbms vldb 1999 bernhard mitschang , michael jaedicke	user-defined table operators : enhancing extensibility for ordbms michael jaedicke , bernhard mitschang very large data bases 1999	1
54	distance browsing in spatial databases hanan samet , gísli r. hjaltason acm trans . database syst . 1999.0	selectivity estimation in spatial databases swarup acharya , viswanath poosala , sridhar ramaswamy international conference on management of data 1999.0	0
55	answering xml queries on heterogeneous data sources ioana manolescu , donald kossmann , daniela florescu vldb 2001.0	describing and using query capabilities of heterogeneous sources vasilis vassalos , yannis papakonstantinou very large data bases 1997.0	0
56	index configuration in object-oriented databases elisa bertino vldb j. 1994	a cost model for clustered object-oriented databases very large data bases 1995 georges gardarin , jean-robert gruser , zhao-hui tang	0
57	reminiscences on influential papers z. meral özsoyoglu , philip s. yu , nick roussopoulos , krithi ramamritham , alberto o. mendelzon , richard t. snodgrass , laura m. haas , jennifer widom , jan paredaens sigmod record 1998.0	influential papers ken ross acm sigmod record 2002.0	0
58	reminiscences on influential papers sigmod record kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn 2002.0	reminiscences on influential papers richard snodgrass acm sigmod record 1998	0
59	filtering with approximate predicates hector garcia-molina , narayanan shivakumar , chandra chekuri 1998 vldb	filtering with approximate predicates narayanan shivakumar , hector garcia-molina , chandra chekuri 1998 very large data bases	1
60	sql query optimization : reordering for a general class of queries sigmod conference piyush goel , balakrishna r. iyer 1996.0	probabilistic optimization of top n queries donko donjerkovic , raghu ramakrishnan very large data bases 1999	0
61	hierarchical compact cube for range-max queries hua-gang li , sin yeung lee , tok wang ling 2000 vldb	hierarchical compact cube for range-max queries 2000 sin yeung lee , tok wang ling , hua-gang li very large data bases	1
62	index configuration in object-oriented databases elisa bertino vldb j. 1994	opt + + : an object-oriented implementation for extensible database query optimization the vldb journal -- the international journal on very large data bases navin kabra , david j. dewitt 1999.0	0
63	further improvements on integrity constraint checking for stratifiable deductive databases sin yeung lee , tok wang ling vldb 1996	implementing deductive databases by mixed integer programming colin bell , anil nerode , raymond t. ng , v. s. subrahmanian acm transactions on database systems ( tods ) 1996.0	0
64	hierarchical prefix cubes for range-sum queries vldb 1999 chee yong chan , yannis e. ioannidis	dynamic update cube for range-sum queries very large data bases seok-ju chun , chin-wan chung , ju-hong lee , seok-lyong lee 2001.0	0
65	hypergraph based reorderings of outer join queries with complex predicates sigmod conference 1995 gautam bhargava , balakrishna r. iyer , piyush goel	factorizing complex predicates in queries to exploit indexes 2003 surajit chaudhuri , prasanna ganesan , sunita sarawagi international conference on management of data	0
66	the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994 vldb j.	space optimization in deductive databases 1995 divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton acm transactions on database systems ( tods )	0
67	static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996	unisql/x unified relational and object-oriented database system won kim 1994 international conference on management of data	0
68	strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997 sigmod conference	using the calanda time series management system werner dreyer , angelika kotz dittrich , duri schmidt 1995 international conference on management of data	0
69	tree pattern query minimization divesh srivastava , sungran cho , laks v. s. lakshmanan , sihem amer-yahia vldb j. 2002.0	efficient algorithms for minimizing tree pattern queries prakash ramanan international conference on management of data 2002	0
70	implementation of magic-sets in a relational database system sigmod conference inderpal singh mumick , hamid pirahesh 1994.0	on efficiently implementing schemasql on an sql database system laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian very large data bases 1999.0	0
71	a robust , optimization-based approach for approximate answering of aggregate queries 2001 vivek r. narasayya , gautam das , surajit chaudhuri sigmod conference	the aqua approximate query answering system swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy 1999 international conference on management of data	0
72	selectivity estimation for spatio-temporal queries to moving objects yong-jin choi , chin-wan chung sigmod conference 2002	selectivity estimation in spatial databases swarup acharya , viswanath poosala , sridhar ramaswamy international conference on management of data 1999.0	0
73	on supporting containment queries in relational database management systems sigmod conference 2001 guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang	integrating modelling systems for environmental management information systems 1997 david j. abel , kerry taylor , dean kun acm sigmod record	0
74	vist : a dynamic index method for querying xml data by tree structures wei fan , sanghyun park , philip s. yu , haixun wang sigmod conference 2003	efficient index structures for string databases tamer kahveci , ambuj k. singh 2001 very large data bases	0
75	foundations of preferences in database systems werner kießling 2002 vldb	secure buffering in firm real-time database systems 2000 binto george , jayant r. haritsa the vldb journal -- the international journal on very large data bases	0
76	towards automated performance tuning for complex workloads michael j. carey , manish mehta , miron livny , kurt p. brown vldb 1994.0	towards automated performance tuning for complex workloads kurt p. brown , manish mehta , michael j. carey , miron livny 1994 very large data bases	1
77	book review column karl aberer sigmod record 2003.0	book reviews acm sigmod record 2002 karl aberer	0
78	groupwise processing of relational queries kenneth a. ross , damianos chatziantoniou vldb 1997.0	cache conscious algorithms for relational query processing ambuj shatdal , chander kant , jeffrey f. naughton very large data bases 1994.0	0
79	efficiently instantiating view-objects from remote relational databases vldb j. gio wiederhold , byung suk lee 1994.0	converting relational to object-oriented databases 1997 joseph fong acm sigmod record	0
80	constructing the next 100 database management systems andreas geppert , klaus r. dittrich sigmod record 1994.0	the mariposa distributed database management system acm sigmod record jeff sidell 1996.0	0
81	report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ) joachim hammer sigmod record 2002	report on the fourth international conference on flexible query answering systems ( fqas 2000 ) acm sigmod record patrick bosc , amihai motro , gabriella pasi 2001.0	0
82	reminiscences on influential papers sigmod record kenneth a. ross , kyuseok shim , mary f. fernandez 2002.0	influential papers ken ross acm sigmod record 2002.0	0
83	index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan vldb j. 1996.0	exact : an extensible approach to active object-oriented databases oscar d &#237; az , arturo jaime the vldb journal -- the international journal on very large data bases 1997.0	0
84	mocha : a self-extensible database middleware system for distributed data sources manuel rodriguez-martinez , nick roussopoulos 2000 sigmod conference	aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems ling liu , calton pu , david buttler , wei han , henrique paques , wei tang international conference on management of data 2000.0	0
85	the design and implementation of a sequence database system raghu ramakrishnan , miron livny , praveen seshadri 1996 vldb	the aggregate data problem : a system for their definition and management m. rafanelli , a. bezenchek , l. tininini 1996 acm sigmod record	0
86	approximating aggregate queries about web pages via random walks vldb 2000 jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz	a robust , optimization-based approach for approximate answering of aggregate queries 2001 surajit chaudhuri , gautam das , vivek narasayya international conference on management of data	0
87	databases and visualization daniel a. keim sigmod conference 1996.0	delaunay : a database visualization system isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang international conference on management of data 1997.0	0
88	closest pair queries in spatial databases 2000 yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos sigmod conference	location-based spatial queries jun zhang , manli zhu , dimitris papadias , yufei tao , dik lun lee 2003 international conference on management of data	0
89	materialized view selection and maintenance using multi-query optimization sigmod conference 2001 krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan	outerjoin simplification and reordering for query optimization acm transactions on database systems ( tods ) c &#233; sar galindo-legaria , arnon rosenthal 1997.0	0
90	adaptive algorithms for set containment joins acm trans . database syst . hector garcia-molina , sergey melnik 2003.0	1-safe algorithms for symmetric site configurations rune humborstad , maitrayi sabaratnam , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen 1997 very large data bases	0
91	book review column karl aberer sigmod record 2002.0	book reviews acm sigmod record 2003.0	0
92	binding propagation in disjunctive databases vldb 1998 sergio greco	tail recursion elimination in deductive databases acm transactions on database systems ( tods ) kenneth a. ross 1996.0	0
93	krdb ' 98 : the 5th international workshop on knowledge representation meets databases 1998 alexander borgida , martin staudt , vinay k. chaudhri sigmod record	report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son acm sigmod record 1996.0	0
94	indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches vldb j. xiaoyang sean wang , changzhou wang 2001.0	parallel algorithms for high-dimensional similarity joins for data mining applications very large data bases 1997 john c. shafer , rakesh agrawal	0
95	towards on-line analytical mining in large databases jiawei han 1998 sigmod record	turbo-charging vertical mining of large databases international conference on management of data 2000 pradeep shenoy , jayant r. haritsa , s. sundarshan , gaurav bhalotia , mayank bawa , devavrat shah	0
96	dwms : data warehouse management system narendra mohan vldb 1996.0	the araneus web-based management system international conference on management of data 1998 g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo	0
97	editorial richard t. snodgrass 2001 acm trans . database syst .	guest editorial amr el abbadi , gunter schlageter , kyu-young whang the vldb journal -- the international journal on very large data bases 2001.0	0
98	tracing the lineage of view data in a warehousing environment acm trans . database syst . 2000 janet l. wiener , yingwei cui , jennifer widom	lineage tracing for general data warehouse transformations the vldb journal -- the international journal on very large data bases y. cui , j. widom 2003.0	0
99	influence sets based on reverse nearest neighbor queries s. muthukrishnan , flip korn sigmod conference 2000.0	nearest neighbor queries nick roussopoulos , stephen kelley , fr &#233; d &#233; ric vincent international conference on management of data 1995	0
100	repositories and object oriented databases philip a. bernstein sigmod record 1998.0	metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994	0
101	groupwise processing of relational queries kenneth a. ross , damianos chatziantoniou vldb 1997.0	congressional samples for approximate answering of group-by queries international conference on management of data swarup acharya , phillip b. gibbons , viswanath poosala 2000.0	0
102	optimizing multi-feature queries for image databases vldb 2000 ulrich güntzer , werner kießling , wolf-tilo balke	optimizing queries over multimedia repositories surajit chaudhuri , luis gravano international conference on management of data 1996.0	0
103	static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996	description logics for semantic query optimization in object-oriented database systems domenico beneventano , sonia bergamaschi , claudio sartori acm transactions on database systems ( tods ) 2003	0
104	the lyric language : querying constraint objects 1995 alexander brodsky , yoram kornatzky sigmod conference	themis : a database programming language handling integrity constraints v &#233; ronique benzaken , anne doucet the vldb journal -- the international journal on very large data bases 1995	0
105	actiview : adaptive data presentation using supersql vldb motomichi toyama , yoko maeda 2001.0	actiview : adaptive data presentation using supersql yoko maeda , motomichi toyama 2001 very large data bases	1
106	distance-based indexing for high-dimensional metric spaces sigmod conference z. meral özsoyoglu , tolga bozkaya 1997.0	the x-tree : an index structure for high-dimensional data stefan berchtold , daniel a. keim , hans-peter kriegel very large data bases 1996.0	0
107	efficiently instantiating view-objects from remote relational databases vldb j. gio wiederhold , byung suk lee 1994.0	efficiently publishing relational data as xml documents jayavel shanmugasundaram , eugene j. shekita , rimon barr , michael j. carey , bruce g. lindsay , hamid pirahesh , berthold reinwald very large data bases 2000.0	0
108	dbsim : a simulation tool for predicting database performance craig wong , mark stokrp , mike lefler sigmod conference 1996.0	dbsim : a simulation tool for predicting database performance international conference on management of data 1996 mark lefler , mark stokrp , craig wong	1
109	report on the 8th international workshop on knowledge representation meets databases ( krdb ) 2001 dan suciu , maurizio lenzerini , daniele nardi , werner nutt sigmod record	report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems opher etzion acm sigmod record 1999	0
110	on supporting containment queries in relational database management systems sigmod conference 2001 guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang	querying multiple features of groups in relational databases damianos chatziantoniou , kenneth a. ross 1996 very large data bases	0
111	efficient schemes for managing multiversionxml documents vldb j. shu-yao chien , carlo zaniolo , vassilis j. tsotras 2002.0	efficient filtering of xml documents for selective dissemination of information 2000 mehmet altinel , michael j. franklin very large data bases	0
112	data extraction and transformation for the data warehouse cass squire sigmod conference 1995.0	data warehouse configuration very large data bases 1997 dimitri theodoratos , timos k. sellis	0
113	weaving relations for cache performance vldb mark d. hill , anastassia ailamaki , david j. dewitt , marios skounakis 2001.0	dbsim : a simulation tool for predicting database performance international conference on management of data 1996 mark lefler , mark stokrp , craig wong	0
114	trex : dtd-conforming xml to xml transformations xueqing gong , kun yue , aoying zhou , zhimao guo , jianchang xiao , wenfei fan , hongwei wu , qing wang , shihui zheng sigmod conference 2003	composing xsl transformations with xml publishing views international conference on management of data 2003 chengkai li , philip bohannon , p. p. s. narayan	0
115	reminiscences on influential papers sigmod record kenneth a. ross , kyuseok shim , mary f. fernandez 2002.0	reminiscences in influential papers 1998 richard snodgrass acm sigmod record	0
116	watermarking relational data : framework , algorithms and analysis vldb j. peter j. haas , rakesh agrawal , jerry kiernan 2003.0	a system for watermarking relational databases rakesh agrawal , peter j. haas , jerry kiernan international conference on management of data 2003.0	0
117	report on the fourth international conference on flexible query answering systems gabriella pasi , amihai motro , patrick bosc sigmod record 2001.0	report on fqas 2002 : fifth international conference on flexible query answering systems acm sigmod record 2003 amihai motro , troels andreasen	0
118	why decision support fails and how to fix it sigmod record 1995 kevin strehlo , ralph kimball	why decision support fails and how to fix it ralph kimball , kevin strehlo acm sigmod record 1995.0	1
119	data extraction and transformation for the data warehouse cass squire sigmod conference 1995.0	data warehousing and olap for decision support surajit chaudhuri , umeshwar dayal 1997 international conference on management of data	0
120	workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) mikael berndtsson , jörgen hansson sigmod record 1996	report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems opher etzion acm sigmod record 1999	0
121	reminiscences on influential papers sigmod record kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn 2002.0	influential papers ken ross acm sigmod record 2002.0	0
122	discover : keyword search in relational databases 2002 vagelis hristidis , yannis papakonstantinou vldb	data page layouts for relational databases on deep memory hierarchies anastassia ailamaki , david j. dewitt , mark d. hill the vldb journal -- the international journal on very large data bases 2002	0
123	constructing the next 100 database management systems andreas geppert , klaus r. dittrich sigmod record 1994.0	data grid management systems 2003 arun jagatheesan , arcot rajasekar international conference on management of data	0
124	views in a large-scale xml repository vincent aguilera , dan vodislav , pierangelo veltri , sophie cluet , tova milo 2002 vldb j.	views in a large-scale xml repository vincent aguilera , sophie cluet , tova milo , pierangelo veltri , dan vodislav the vldb journal -- the international journal on very large data bases 2002.0	1
125	automata theory for xml researchers sigmod record frank neven 2002.0	automata theory for xml researchers frank neven 2002 acm sigmod record	1
126	infomaster : an information integration system arthur m. keller , michael r. genesereth , oliver m. duschka sigmod conference 1997.0	environmental information systems oliver g &#252; nther acm sigmod record 1997.0	0
127	implementation of two semantic query optimization techniques in db2 universal database k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng vldb 1999.0	investigation of algebraic query optimisation techniques for database programming languages alexandra poulovassilis , carol small very large data bases 1994	0
128	reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002 sigmod record	reminiscences on influential papers kenneth a. ross acm sigmod record 2003.0	0
129	adapting materialized views after redefinitions 1995 ashish gupta , inderpal singh mumick , kenneth a. ross sigmod conference	rainbow : multi-xquery optimization using materialized xml views xin zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner international conference on management of data 2003.0	0
130	editor 's notes 1996 jennifer widom sigmod record	editorial richard snodgrass acm transactions on database systems ( tods ) 2001.0	0
131	automated resolution of semantic heterogeneity in multidatabases a. r. hurson , simin h. pakzad , m. w. bright acm trans . database syst . 1994.0	semantic integration in heterogeneous databases using neural networks 1994 wen-syan li , chris clifton very large data bases	0
132	lambda-db : an odmg-based object-oriented dbms 2000 arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan sigmod conference	metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994	0
133	a query language for a web-site management system dan suciu , daniela florescu , alon y. levy , mary f. fernandez 1997 sigmod record	catching the boat with strudel : experiences with a web-site management system 1998 mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu international conference on management of data	0
134	applying update streams in a soft real-time database system 1995 brad adelberg , hector garcia-molina , ben kao sigmod conference	index concurrency control in firm real-time database systems brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan very large data bases 1995.0	0
135	acm multimedia '94 conference workshop on multimedia database management systems p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu 1995 sigmod record	a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system 1995 kun-lung wu , philip s. yu , jen-yao chung , james z. teng very large data bases	0
136	aurora : a data stream management system nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun sigmod conference 2003.0	the mariposa distributed database management system acm sigmod record jeff sidell 1996.0	0
137	a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002	a taxonomy for secure object-oriented databases martin s. olivier , sebastiaan h. von solms acm transactions on database systems ( tods ) 1994.0	0
138	zoo : a desktop experiment management environment vldb miron livny , yannis e. ioannidis , nagavamsi ponnekanti , shivani gupta 1996.0	zoo : a desktop experiment management environment yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti very large data bases 1996.0	1
139	the database and information system research group at the university of ulm sigmod record peter dadam , wolfgang klas 1997.0	database research at the university of illinois at urbana-champaign m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou acm sigmod record 2002.0	0
